#{"t_start": 1618989415.260489, "env_id": "MotorTiming-v0"}
r,l,t
35.0,947,80.087926
40.0,965,82.513841
40.0,1055,451.547886
39.0,1012,453.732476
40.0,1070,459.085043
38.0,1584,465.600519
39.0,1606,473.057019
39.0,1673,477.249389
39.0,1707,484.936276
40.0,1731,492.173552
40.0,943,497.648134
40.0,938,499.829625
38.0,1035,506.135748
40.0,1009,508.673991
37.0,1118,514.926447
38.0,1605,518.810043
39.0,1662,526.457503
40.0,1631,534.472705
40.0,1710,543.297026
40.0,1723,551.595217
39.0,919,553.790085
40.0,940,559.724815
40.0,1039,562.498039
39.0,1020,568.104005
40.0,1070,570.491741
39.0,1559,577.08229
40.0,1590,583.719945
40.0,1661,590.520156
40.0,1727,597.455477
39.0,1759,604.454223
39.0,941,606.78273
40.0,972,609.271925
38.0,995,615.562295
40.0,1013,619.150947
39.0,1051,625.850543
38.0,1607,633.181547
40.0,1629,640.510083
40.0,1624,644.546017
40.0,1671,652.051366
40.0,1705,659.670473
40.0,946,665.646564
40.0,1008,668.274926
39.0,1016,674.105275
39.0,1013,676.674797
38.0,1141,683.115854
37.0,1587,687.447434
40.0,1655,695.300744
39.0,1705,702.832592
40.0,1691,709.897264
39.0,1712,717.681734
38.0,963,720.063288
39.0,1012,725.995912
39.0,1008,728.48786
39.0,1040,734.67658
40.0,1104,737.5389
40.0,1584,745.015196
37.0,1599,752.195939
40.0,1710,759.275263
39.0,1666,766.050505
37.0,1713,772.994109
38.0,953,775.376816
40.0,962,781.150368
38.0,1015,783.807073
35.0,1033,789.704925
40.0,1037,792.390618
40.0,1633,799.860891
40.0,1672,807.39649
40.0,1640,814.839364
34.0,1742,819.218556
40.0,1698,826.885332
40.0,927,832.599017
40.0,939,834.973171
39.0,1035,840.943682
40.0,1028,843.524449
40.0,1040,849.645324
39.0,1579,856.540671
38.0,1601,860.339431
40.0,1697,868.037492
40.0,1690,875.712318
39.0,1721,883.39148
39.0,971,885.795607
40.0,960,891.78545
40.0,1035,894.391343
39.0,1002,900.505709
38.0,1120,903.388577
38.0,1573,910.443547
40.0,1626,917.227435
39.0,1623,923.986602
40.0,1708,930.922876
40.0,1731,938.599006
38.0,951,941.063053
40.0,1012,946.837308
40.0,1034,949.390996
40.0,993,954.709544
34.0,1062,957.148658
40.0,1557,963.831897
40.0,1640,971.354764
39.0,1623,975.393683
40.0,1659,983.008719
38.0,1750,990.820927
39.0,885,996.394335
39.0,925,998.775114
40.0,997,1004.725901
39.0,1045,1007.577335
40.0,1063,1013.690574
40.0,1556,1017.584172
40.0,1664,1025.182066
39.0,1641,1032.713222
40.0,1705,1040.453416
40.0,1696,1047.614748
40.0,893,1049.612948
40.0,990,1054.954771
39.0,1019,1057.230649
40.0,993,1062.825469
40.0,1062,1065.520042
40.0,1553,1073.284359
37.0,1666,1080.985143
40.0,1655,1088.52832
38.0,1689,1095.694928
39.0,1763,1099.749452
38.0,937,1105.169467
35.0,953,1107.267329
37.0,975,1112.570615
40.0,1003,1114.79625
40.0,1132,1121.140509
38.0,1587,1128.695001
40.0,1645,1136.202181
40.0,1703,1140.508032
40.0,1736,1148.246963
40.0,1776,1156.057574
39.0,919,1161.665759
38.0,973,1164.159394
39.0,965,1169.876097
38.0,1084,1172.638939
39.0,1047,1178.594508
39.0,1632,1182.611731
40.0,1587,1189.472129
39.0,1662,1196.339552
40.0,1700,1203.280098
36.0,1731,1210.572678
37.0,967,1212.772993
40.0,994,1218.32645
35.0,976,1220.916352
37.0,1079,1227.133026
37.0,1081,1229.818335
40.0,1623,1237.29397
40.0,1630,1244.773625
40.0,1622,1252.141211
40.0,1705,1259.699392
40.0,1780,1267.480065
38.0,902,1269.823154
40.0,970,1272.19448
40.0,1012,1278.147878
40.0,1078,1280.795827
38.0,1078,1286.933646
39.0,1546,1294.202073
40.0,1591,1301.488195
38.0,1618,1305.547466
40.0,1683,1313.091483
40.0,1748,1320.340285
37.0,929,1325.508006
34.0,960,1327.694389
40.0,1004,1333.121861
40.0,1027,1335.75763
40.0,1105,1341.948831
40.0,1592,1345.918972
38.0,1581,1353.896636
36.0,1688,1361.944098
39.0,1734,1370.233652
40.0,1768,1378.230752
39.0,970,1380.697387
38.0,975,1386.99365
40.0,1008,1389.775466
38.0,1085,1396.038355
40.0,1048,1398.666075
39.0,1550,1405.979877
40.0,1648,1413.480755
40.0,1675,1420.934823
38.0,1652,1427.88528
39.0,1803,1435.920703
38.0,931,1438.333184
40.0,1016,1440.838661
39.0,1029,1446.886317
40.0,1020,1452.759512
40.0,1065,1455.506126
40.0,1604,1462.940822
39.0,1637,1470.401083
38.0,1702,1478.01472
39.0,1687,1482.235399
40.0,1728,1490.191013
39.0,963,1495.886053
40.0,1007,1498.214427
40.0,990,1503.578132
38.0,1035,1505.912702
39.0,1066,1511.523347
40.0,1625,1519.027194
40.0,1584,1523.03861
40.0,1663,1530.61464
39.0,1719,1538.332671
40.0,1750,1546.108868
40.0,950,1548.41608
40.0,990,1554.315384
39.0,998,1556.742291
38.0,1026,1562.748087
40.0,1124,1565.557521
37.0,1593,1572.951046
36.0,1648,1580.487643
40.0,1673,1587.82006
40.0,1706,1594.764631
39.0,1721,1602.044878
40.0,943,1604.447995
36.0,930,1610.140684
40.0,1033,1612.788194
40.0,1038,1618.709386
36.0,1050,1621.399215
39.0,1603,1628.808171
40.0,1672,1636.573551
39.0,1681,1643.822681
39.0,1707,1647.914273
40.0,1794,1655.860214
39.0,888,1661.380623
40.0,1010,1664.144132
40.0,1004,1670.231667
39.0,1067,1672.965515
39.0,1108,1679.178818
39.0,1585,1686.515452
40.0,1601,1693.845999
40.0,1682,1698.096427
39.0,1734,1706.014948
40.0,1700,1714.388346
39.0,960,1720.438547
40.0,993,1722.870031
38.0,958,1728.533368
37.0,1065,1731.138695
40.0,1119,1737.245753
40.0,1610,1741.21925
38.0,1672,1748.286276
40.0,1678,1756.515942
38.0,1690,1764.597315
38.0,1703,1772.449924
40.0,919,1774.766656
40.0,952,1780.681536
38.0,970,1783.155835
40.0,1005,1789.139952
40.0,1076,1791.89674
40.0,1632,1799.516743
40.0,1621,1807.195838
37.0,1666,1814.853184
40.0,1719,1822.706953
39.0,1776,1827.224357
40.0,935,1833.150948
38.0,971,1835.564675
40.0,1024,1841.683484
40.0,1048,1844.345174
40.0,1115,1850.736176
38.0,1623,1858.307628
36.0,1596,1865.76013
38.0,1690,1870.018364
40.0,1681,1877.852863
39.0,1706,1885.716432
40.0,903,1891.463985
39.0,982,1894.223763
39.0,1021,1900.475457
40.0,1013,1903.210186
39.0,1027,1909.172385
39.0,1633,1913.18657
39.0,1608,1920.301179
40.0,1654,1927.685315
40.0,1758,1935.054096
40.0,1790,1942.991023
39.0,901,1945.435821
34.0,986,1951.097017
40.0,1017,1953.423884
38.0,1010,1959.045159
39.0,1058,1961.698399
40.0,1553,1968.984831
39.0,1628,1976.117629
40.0,1619,1983.307912
39.0,1677,1990.907085
39.0,1760,1995.489063
40.0,946,2001.409221
38.0,920,2003.883773
39.0,1034,2010.246442
40.0,1016,2012.463585
40.0,1051,2018.010044
37.0,1590,2025.000432
40.0,1673,2031.811456
40.0,1693,2035.588951
38.0,1742,2042.677407
40.0,1732,2049.669273
35.0,903,2054.860842
39.0,979,2057.794926
39.0,966,2063.816015
40.0,1029,2066.478504
40.0,1069,2072.551911
40.0,1548,2076.444719
39.0,1599,2083.870679
38.0,1616,2091.549771
40.0,1723,2099.421583
37.0,1694,2107.236589
40.0,909,2109.606933
38.0,941,2115.467505
36.0,1033,2117.952419
39.0,1062,2123.698974
39.0,1122,2126.383293
40.0,1557,2133.387674
38.0,1628,2140.817908
40.0,1696,2148.501688
39.0,1697,2156.110203
40.0,1756,2160.535808
40.0,899,2166.203674
40.0,986,2168.64156
39.0,1022,2174.628391
38.0,1031,2177.225472
40.0,1100,2183.317758
40.0,1601,2190.851808
39.0,1601,2198.218462
40.0,1718,2202.620713
40.0,1732,2210.523961
39.0,1762,2218.366663
39.0,898,2223.969398
40.0,946,2226.401984
39.0,990,2232.226908
40.0,1021,2234.879318
40.0,1078,2240.982016
37.0,1603,2245.033052
40.0,1615,2252.503651
40.0,1732,2260.261016
36.0,1682,2268.264964
40.0,1722,2275.904439
40.0,916,2278.203476
40.0,916,2283.884885
40.0,1002,2286.405516
40.0,1052,2292.383638
37.0,1101,2295.135069
39.0,1631,2302.61137
39.0,1670,2310.169285
38.0,1622,2317.595166
39.0,1715,2325.201162
39.0,1755,2329.584779
38.0,886,2335.303862
40.0,939,2337.616176
39.0,957,2343.80381
40.0,1085,2346.499437
37.0,1106,2352.68673
39.0,1584,2360.001234
40.0,1605,2367.346533
40.0,1651,2371.485478
37.0,1726,2379.327342
40.0,1731,2387.300498
40.0,890,2392.840491
39.0,953,2395.291265
40.0,989,2401.136872
40.0,995,2403.708169
40.0,1032,2409.601592
39.0,1574,2413.5822
40.0,1682,2421.214896
38.0,1714,2428.908621
35.0,1688,2436.532289
40.0,1710,2444.169649
38.0,950,2446.560862
39.0,938,2452.306264
40.0,1029,2454.887404
39.0,1051,2460.935868
38.0,1104,2463.701981
40.0,1555,2471.026511
36.0,1639,2479.181872
39.0,1675,2487.457866
38.0,1741,2495.260218
38.0,1767,2499.702651
40.0,881,2505.366544
40.0,961,2507.74047
40.0,1020,2513.944001
40.0,1051,2516.629457
36.0,1090,2523.212876
