#{"t_start": 1618989415.265325, "env_id": "MotorTiming-v0"}
r,l,t
40.0,978,80.175595
33.0,967,82.585905
36.0,961,451.403184
37.0,1029,453.628799
40.0,1076,458.992449
39.0,1602,465.550071
40.0,1664,473.154473
40.0,1656,477.303009
40.0,1759,485.103009
39.0,1711,492.288864
39.0,971,497.829793
40.0,943,500.044928
36.0,971,506.188028
38.0,1076,508.917455
39.0,1127,515.158982
40.0,1573,522.448768
40.0,1663,526.616343
40.0,1661,534.820853
37.0,1711,543.595971
38.0,1763,551.913846
40.0,933,554.151924
36.0,914,560.128673
31.0,1028,562.769923
40.0,1048,568.426712
38.0,1071,570.816335
40.0,1602,577.500932
40.0,1592,584.138713
39.0,1636,590.880719
40.0,1747,597.855856
40.0,1732,604.800425
39.0,945,607.225995
38.0,974,613.181025
37.0,960,615.990335
40.0,1039,623.503166
39.0,1089,626.318064
39.0,1628,633.713988
39.0,1619,641.050561
36.0,1673,648.502705
39.0,1703,652.735025
39.0,1764,660.490188
40.0,896,666.427235
40.0,966,668.888102
38.0,1009,674.747984
39.0,1045,677.342163
40.0,1102,683.799821
40.0,1599,691.750257
38.0,1655,695.986231
38.0,1677,703.35028
38.0,1717,710.518781
40.0,1773,718.46213
40.0,974,720.830852
37.0,934,726.606866
38.0,1039,729.150415
35.0,1056,735.432864
37.0,1106,741.731669
32.0,1597,745.750623
40.0,1580,752.901365
39.0,1706,759.897085
39.0,1722,766.824211
40.0,1730,773.863501
40.0,936,776.207618
40.0,919,781.951107
40.0,1001,784.487059
40.0,1011,790.377083
38.0,1113,793.200883
40.0,1582,800.572147
40.0,1626,808.010179
40.0,1639,815.446558
38.0,1670,819.602656
40.0,1753,827.407809
36.0,906,833.112489
39.0,1001,835.592191
39.0,1030,841.603784
39.0,1032,844.149998
40.0,1053,850.326606
39.0,1577,857.21308
40.0,1606,860.9779
39.0,1659,868.613973
40.0,1727,876.389376
39.0,1723,884.080005
40.0,922,886.35448
39.0,930,892.283647
40.0,987,894.756232
40.0,1042,900.976586
40.0,1061,903.706835
38.0,1634,910.858964
40.0,1609,917.604465
39.0,1681,924.515303
39.0,1660,931.349154
38.0,1778,939.220783
39.0,945,941.621702
39.0,1007,947.380353
39.0,966,949.726529
39.0,1014,955.103624
40.0,1079,957.560142
40.0,1643,964.517149
39.0,1675,972.160011
40.0,1658,979.681847
39.0,1682,983.897964
40.0,1729,991.664598
40.0,937,997.4389
37.0,918,999.72805
37.0,975,1005.764528
35.0,1000,1008.421141
39.0,1062,1014.532397
39.0,1623,1021.951106
39.0,1655,1026.105915
40.0,1666,1033.706387
38.0,1738,1041.471184
40.0,1762,1048.763953
40.0,983,1054.008276
39.0,977,1056.265133
40.0,978,1058.413951
40.0,1011,1064.26359
39.0,1096,1070.576931
40.0,1587,1074.852145
37.0,1662,1082.55037
40.0,1647,1090.042902
40.0,1724,1097.229635
39.0,1741,1104.45842
40.0,941,1106.552248
40.0,933,1111.709988
40.0,1027,1114.050056
40.0,993,1119.753268
40.0,1092,1122.770296
40.0,1580,1130.265284
40.0,1613,1137.70979
40.0,1676,1145.258848
39.0,1665,1149.399007
39.0,1761,1157.178039
40.0,971,1163.007894
40.0,954,1165.359411
40.0,1000,1171.2562
38.0,1087,1173.938946
40.0,1118,1180.243343
40.0,1608,1187.214793
39.0,1604,1193.891199
38.0,1631,1197.572781
40.0,1740,1204.627333
40.0,1700,1211.909976
35.0,976,1217.161818
40.0,974,1219.817831
38.0,973,1225.781126
35.0,1011,1228.379113
39.0,1118,1234.513527
40.0,1549,1238.430575
40.0,1653,1245.946902
33.0,1658,1253.421446
36.0,1676,1260.960292
38.0,1704,1268.554154
40.0,910,1270.855267
40.0,939,1276.542324
39.0,954,1278.967721
39.0,1019,1284.865884
39.0,1054,1287.533924
40.0,1620,1295.0031
40.0,1628,1302.425708
40.0,1651,1310.008666
40.0,1666,1313.953756
40.0,1695,1321.03569
40.0,968,1326.353256
40.0,952,1328.467799
40.0,1021,1334.089548
38.0,1060,1336.747672
40.0,1054,1342.861568
38.0,1578,1350.220688
39.0,1678,1355.036674
37.0,1625,1362.999946
40.0,1726,1371.112437
36.0,1727,1379.097273
39.0,894,1381.323009
38.0,958,1387.676338
40.0,969,1390.280093
39.0,1057,1396.443521
40.0,1115,1399.243427
40.0,1624,1406.712824
40.0,1610,1414.141704
40.0,1689,1421.581847
40.0,1739,1428.889624
40.0,1738,1436.711447
40.0,975,1439.21144
36.0,1007,1445.132732
40.0,1058,1447.783047
37.0,1019,1453.710973
40.0,1033,1456.317028
39.0,1608,1463.779906
34.0,1609,1471.201296
38.0,1631,1478.628734
37.0,1660,1482.743058
40.0,1724,1490.671711
38.0,932,1496.321628
40.0,958,1498.508853
38.0,955,1503.788624
40.0,1074,1506.193563
40.0,1069,1511.85735
37.0,1615,1519.361709
39.0,1646,1523.480505
37.0,1656,1531.044547
39.0,1692,1538.704132
40.0,1706,1546.36802
37.0,929,1548.618655
33.0,936,1554.389452
40.0,1019,1556.869907
40.0,1076,1563.001528
38.0,1048,1565.621872
40.0,1639,1573.124467
37.0,1622,1580.624648
38.0,1642,1587.854299
39.0,1656,1594.679013
40.0,1717,1601.933504
40.0,975,1604.426933
39.0,911,1610.068637
38.0,1046,1612.752772
34.0,1065,1618.747318
39.0,1067,1621.472558
40.0,1548,1628.741508
39.0,1619,1636.390333
40.0,1654,1643.570483
39.0,1693,1647.629203
40.0,1725,1655.415485
40.0,956,1661.086762
39.0,922,1663.623185
39.0,1021,1669.718239
40.0,1002,1672.335293
38.0,1105,1678.515375
39.0,1635,1685.96697
39.0,1683,1690.178685
40.0,1631,1697.669408
40.0,1714,1705.441333
35.0,1783,1714.093654
40.0,914,1716.549584
34.0,964,1722.418921
40.0,992,1724.604498
40.0,988,1730.615899
40.0,1100,1733.24798
39.0,1607,1740.636546
40.0,1645,1747.621497
38.0,1707,1755.836244
38.0,1746,1764.087306
40.0,1752,1772.053647
40.0,941,1774.460537
40.0,966,1780.370736
36.0,999,1782.945623
40.0,1024,1788.969824
39.0,1095,1791.787028
40.0,1595,1799.305455
40.0,1596,1806.918447
38.0,1682,1814.60055
40.0,1721,1822.470275
38.0,1741,1826.904744
40.0,925,1832.81654
40.0,1016,1835.349514
40.0,976,1841.334986
40.0,1078,1844.07155
38.0,1042,1850.268648
40.0,1628,1857.842905
40.0,1606,1865.330373
40.0,1686,1869.593828
38.0,1701,1877.4933
40.0,1760,1885.486585
39.0,958,1891.358354
33.0,975,1894.11741
40.0,1040,1900.389553
40.0,1015,1903.146019
40.0,1064,1909.200977
39.0,1594,1913.116928
40.0,1591,1920.193561
39.0,1713,1927.722514
40.0,1683,1934.89883
38.0,1788,1942.83142
40.0,892,1945.236987
40.0,981,1950.92391
40.0,1027,1953.26868
39.0,1068,1959.015117
40.0,1096,1961.766265
34.0,1605,1969.164433
40.0,1654,1976.390247
40.0,1693,1983.726173
39.0,1746,1991.624148
39.0,1740,1999.466953
40.0,921,2001.984213
