#{"t_start": 1618989415.266249, "env_id": "MotorTiming-v0"}
r,l,t
36.0,925,80.018602
40.0,930,82.377158
40.0,972,451.229992
39.0,1012,453.418235
39.0,1068,458.763789
40.0,1632,465.381865
40.0,1579,472.71136
40.0,1671,476.937979
38.0,1722,484.680577
39.0,1761,491.990483
37.0,949,497.480577
40.0,957,499.692155
38.0,1034,505.989002
34.0,1009,508.529466
37.0,1121,514.794633
40.0,1632,518.747326
40.0,1606,526.258115
39.0,1712,534.471775
40.0,1734,543.373574
40.0,1740,551.686544
38.0,922,553.893435
40.0,967,559.916882
40.0,968,562.496321
40.0,1060,568.19264
40.0,1030,570.490222
39.0,1605,577.179558
39.0,1585,583.809942
40.0,1641,590.564533
37.0,1671,597.375047
40.0,1731,601.17945
39.0,945,606.617122
40.0,937,609.036841
40.0,960,615.13775
40.0,1009,618.779549
40.0,1071,625.563316
40.0,1582,632.821586
40.0,1597,640.06433
39.0,1686,644.277496
40.0,1711,651.885367
39.0,1742,659.591311
38.0,931,665.520649
40.0,1013,668.168706
40.0,962,673.851875
40.0,1043,676.511739
38.0,1042,682.619315
39.0,1570,687.013806
40.0,1626,694.789429
40.0,1621,702.128014
39.0,1663,709.07412
40.0,1769,716.984818
40.0,885,719.230893
39.0,963,724.970323
38.0,960,727.417234
39.0,1041,733.468609
36.0,1082,736.35122
40.0,1618,743.966261
40.0,1676,751.38077
40.0,1710,758.473624
37.0,1727,765.381308
38.0,1773,769.354456
40.0,957,774.80889
40.0,954,777.172091
40.0,1025,783.241223
37.0,1083,785.89427
40.0,1123,792.166172
36.0,1582,799.505671
40.0,1652,806.977554
40.0,1703,811.224407
36.0,1725,818.945687
40.0,1754,826.743945
38.0,962,832.540785
40.0,991,835.045136
40.0,987,840.895971
40.0,1079,843.604925
38.0,1106,849.899676
40.0,1595,856.829004
40.0,1616,860.65314
40.0,1634,868.202464
40.0,1698,875.899145
40.0,1744,883.636691
37.0,963,886.02239
39.0,917,891.90927
39.0,997,894.414226
40.0,1023,900.579649
38.0,1038,903.249771
34.0,1608,910.403233
40.0,1592,917.110465
40.0,1692,924.02922
39.0,1742,931.046215
39.0,1707,938.675199
39.0,878,940.949502
36.0,931,943.295748
39.0,999,949.018669
39.0,1002,951.275586
38.0,1120,956.933684
38.0,1609,963.697728
40.0,1655,971.281376
40.0,1633,975.349971
40.0,1745,983.178866
40.0,1709,990.888298
38.0,877,996.447385
40.0,999,999.010313
39.0,1040,1005.123227
38.0,1032,1007.900682
40.0,1114,1014.149417
33.0,1559,1021.389655
40.0,1649,1025.576157
38.0,1641,1033.114215
40.0,1693,1040.812277
38.0,1747,1048.079288
35.0,917,1050.102693
39.0,931,1055.335736
36.0,965,1057.476718
40.0,1009,1063.15981
39.0,1111,1065.956691
39.0,1610,1073.870305
39.0,1614,1081.449939
40.0,1706,1089.121719
40.0,1686,1096.249313
40.0,1713,1103.399821
39.0,886,1105.459289
39.0,941,1107.524802
40.0,983,1112.861952
38.0,1003,1115.070172
40.0,1056,1121.281027
40.0,1577,1128.804203
38.0,1626,1136.258867
36.0,1691,1140.530778
40.0,1661,1148.082315
37.0,1781,1155.906634
39.0,902,1161.461409
40.0,940,1163.883175
40.0,975,1169.609136
40.0,1071,1172.359353
37.0,1094,1178.420072
37.0,1585,1182.352293
40.0,1586,1189.22176
40.0,1715,1196.201345
40.0,1764,1203.285106
