#{"t_start": 1618934703.7548668, "env_id": "MotorTiming-v0"}
r,l,t
40.0,877,8.555548
40.0,954,13.640212
40.0,983,19.293914
40.0,1051,24.932816
39.0,1063,30.759543
39.0,1592,39.35563
39.0,1657,48.054151
40.0,1695,57.281999
35.0,1706,66.150907
38.0,1700,75.066641
39.0,889,79.461595
38.0,920,83.982965
40.0,1012,88.908401
39.0,998,93.76009
40.0,1062,99.044981
40.0,1559,106.467858
39.0,1625,114.623174
40.0,1654,123.156277
39.0,1710,132.175174
39.0,1762,141.334892
39.0,926,146.175735
40.0,946,151.133036
38.0,997,156.388332
40.0,1087,161.901803
38.0,1124,167.42076
39.0,1547,175.276491
40.0,1670,183.583355
38.0,1621,192.505879
40.0,1667,200.696503
40.0,1788,209.316325
39.0,933,213.818786
40.0,929,218.229506
40.0,1004,223.058918
40.0,999,227.832575
38.0,1073,233.142505
39.0,1570,240.634263
38.0,1615,248.371349
38.0,1689,256.433768
40.0,1655,264.547221
40.0,1716,272.741129
40.0,876,276.97286
40.0,949,281.479097
39.0,990,286.250794
39.0,1049,291.407377
40.0,1052,296.468905
38.0,1557,303.897229
39.0,1641,311.738499
40.0,1658,319.674878
40.0,1721,328.118456
40.0,1798,336.742872
40.0,888,341.010526
40.0,988,345.730221
40.0,1042,350.897013
40.0,1094,356.186605
39.0,1060,361.260604
40.0,1631,369.095354
38.0,1633,376.902897
38.0,1698,385.221837
39.0,1670,393.241511
36.0,1742,401.606548
37.0,943,406.084991
39.0,934,410.754613
40.0,981,415.529433
40.0,1058,420.578939
39.0,1043,425.595433
40.0,1580,433.158609
39.0,1607,441.006119
39.0,1671,449.025122
40.0,1766,457.723101
39.0,1714,466.069599
40.0,889,470.404281
39.0,936,475.00561
35.0,1027,479.936096
40.0,1013,484.776288
39.0,1095,490.070232
40.0,1541,497.468242
40.0,1637,505.519527
40.0,1620,513.333262
40.0,1693,521.448839
40.0,1709,529.663387
38.0,918,534.251499
39.0,943,538.765044
40.0,1045,543.813014
40.0,1008,548.645923
39.0,1071,553.835504
40.0,1593,561.621024
40.0,1597,569.319474
39.0,1687,577.430519
40.0,1730,585.716716
40.0,1785,594.49596
40.0,922,598.867626
38.0,996,603.684938
39.0,1036,608.626943
39.0,1077,613.785404
39.0,1053,618.851672
40.0,1557,626.522699
38.0,1610,634.229738
40.0,1662,642.204249
40.0,1712,650.522745
39.0,1779,659.078654
39.0,932,663.546726
40.0,914,667.993935
40.0,1018,672.896023
39.0,1056,678.015035
36.0,1118,683.611415
40.0,1619,691.369059
40.0,1613,699.110856
39.0,1700,707.288712
40.0,1689,715.584923
40.0,1776,724.113139
38.0,901,728.45376
40.0,1000,733.234407
39.0,968,737.90562
40.0,1012,742.93567
40.0,1096,748.249165
40.0,1618,756.045993
39.0,1598,763.730049
38.0,1663,771.853448
38.0,1718,780.066128
40.0,1778,788.621558
40.0,895,793.459962
40.0,960,798.833708
39.0,1028,804.335839
39.0,1011,809.727913
40.0,1102,815.552991
37.0,1625,824.177976
38.0,1588,832.511377
36.0,1644,841.358526
39.0,1659,850.020448
40.0,1737,859.098288
39.0,882,863.732967
40.0,942,868.586319
39.0,1046,874.117673
40.0,1085,879.815519
39.0,1074,885.494611
40.0,1597,894.056579
40.0,1627,902.595812
40.0,1709,911.650937
36.0,1774,921.049803
40.0,1773,930.479211
40.0,961,935.588586
38.0,1008,940.927276
40.0,1013,946.329495
38.0,1053,952.072944
40.0,1044,957.538353
38.0,1620,966.221828
40.0,1623,974.884447
40.0,1645,983.572423
40.0,1695,992.507952
40.0,1786,1001.978733
40.0,911,1006.765417
40.0,936,1011.797248
39.0,1005,1016.996498
40.0,1003,1022.17524
40.0,1114,1027.987356
39.0,1567,1036.505688
39.0,1642,1045.241645
39.0,1657,1055.056966
40.0,1747,1064.341418
40.0,1745,1073.774165
40.0,903,1078.650681
40.0,971,1083.77455
40.0,950,1088.794819
39.0,1013,1094.22086
39.0,1062,1099.82298
40.0,1566,1108.177127
40.0,1645,1116.812416
40.0,1722,1125.957769
40.0,1704,1135.301009
40.0,1725,1144.192979
40.0,898,1148.922456
39.0,924,1153.816811
31.0,1017,1159.27546
35.0,1077,1164.929434
40.0,1096,1170.711157
40.0,1578,1178.946658
40.0,1672,1187.704504
38.0,1710,1196.627023
38.0,1704,1205.581108
38.0,1705,1214.707311
39.0,925,1219.516943
40.0,947,1224.569899
39.0,1026,1229.958444
40.0,1065,1235.675969
40.0,1088,1241.374193
40.0,1548,1249.761803
38.0,1659,1258.433215
39.0,1638,1267.070331
39.0,1682,1276.191304
40.0,1773,1285.650837
40.0,913,1290.354764
40.0,1026,1295.744401
36.0,968,1300.77479
37.0,1001,1306.117375
31.0,1110,1312.068603
40.0,1602,1320.316518
39.0,1603,1328.729782
39.0,1645,1337.500398
39.0,1656,1346.142365
39.0,1739,1355.38151
39.0,933,1360.300539
40.0,967,1365.422008
40.0,1002,1370.88457
38.0,1072,1376.572968
40.0,1105,1382.571393
40.0,1554,1390.838136
37.0,1614,1399.325831
40.0,1673,1408.277653
39.0,1758,1417.592061
37.0,1776,1427.044852
40.0,980,1432.319166
40.0,1008,1437.576587
40.0,953,1442.569826
40.0,1073,1448.305659
40.0,1125,1454.277597
39.0,1614,1462.73324
40.0,1685,1471.623654
38.0,1676,1480.536504
40.0,1710,1489.754691
36.0,1701,1498.7029
40.0,951,1503.768579
39.0,987,1509.071852
40.0,981,1514.120354
40.0,1036,1519.540184
40.0,1091,1525.239684
40.0,1579,1533.697437
39.0,1685,1542.595589
40.0,1680,1551.523972
40.0,1700,1560.440766
38.0,1784,1569.969569
38.0,959,1575.105813
39.0,1011,1580.52954
40.0,1041,1585.937239
38.0,1003,1591.243026
38.0,1067,1596.937031
40.0,1592,1605.257896
40.0,1667,1614.216283
38.0,1709,1623.179192
39.0,1673,1631.965985
38.0,1789,1641.28235
39.0,959,1646.264337
38.0,932,1651.275897
39.0,1015,1656.701706
40.0,1061,1662.321782
40.0,1112,1668.2714
39.0,1568,1676.71182
40.0,1629,1685.322186
40.0,1662,1694.002686
40.0,1721,1702.991779
40.0,1747,1712.297338
40.0,895,1717.095593
40.0,1005,1722.42889
38.0,1048,1728.003549
39.0,1069,1733.50528
39.0,1100,1739.250189
40.0,1638,1747.951173
39.0,1660,1756.635885
40.0,1708,1765.585951
38.0,1666,1774.398752
39.0,1760,1783.717717
40.0,896,1788.602509
34.0,983,1793.787845
38.0,957,1798.769705
40.0,1001,1804.076239
40.0,1026,1809.405468
40.0,1626,1817.946299
40.0,1631,1826.578221
40.0,1674,1835.35349
39.0,1684,1844.283321
40.0,1786,1853.741615
40.0,875,1858.290693
40.0,991,1863.539231
40.0,1032,1868.904008
40.0,1006,1874.282888
40.0,1071,1879.923584
40.0,1580,1888.253897
40.0,1584,1896.618469
40.0,1637,1905.204157
37.0,1722,1914.386993
40.0,1729,1923.441737
38.0,960,1928.490452
39.0,939,1933.344016
40.0,997,1938.716505
40.0,1024,1944.192855
39.0,1100,1950.002832
40.0,1606,1958.316117
40.0,1608,1966.855567
40.0,1657,1975.863501
40.0,1721,1985.03117
39.0,1708,1993.9301
40.0,960,1998.979663
39.0,936,2003.920953
39.0,1071,2009.632741
38.0,1047,2015.13751
40.0,1073,2020.856251
40.0,1651,2029.661543
40.0,1675,2038.506912
39.0,1678,2047.265025
40.0,1700,2056.250797
37.0,1710,2065.308461
39.0,889,2070.005885
38.0,950,2075.089356
40.0,1001,2080.384929
40.0,1081,2086.07315
40.0,1064,2091.687299
39.0,1609,2100.1257
39.0,1622,2108.539193
40.0,1628,2117.05931
38.0,1733,2126.168068
40.0,1758,2135.314274
39.0,968,2140.307443
39.0,930,2145.27351
40.0,969,2150.552238
40.0,1011,2155.970421
40.0,1071,2161.635546
40.0,1548,2169.786991
40.0,1627,2178.253912
40.0,1682,2187.162705
39.0,1735,2196.239012
40.0,1723,2205.300771
38.0,903,2210.126326
37.0,998,2215.437488
40.0,993,2220.656595
40.0,1059,2226.18603
38.0,1050,2231.648762
39.0,1628,2240.1647
40.0,1632,2248.730803
37.0,1698,2257.871504
39.0,1702,2267.655316
38.0,1701,2276.638468
