#{"t_start": 1618934703.752405, "env_id": "MotorTiming-v0"}
r,l,t
38.0,944,8.919868
40.0,968,14.073892
38.0,1015,19.911328
37.0,1086,25.770803
40.0,1069,31.512555
38.0,1595,40.208412
40.0,1671,48.958133
39.0,1631,57.830517
40.0,1738,66.909398
40.0,1777,76.141037
39.0,956,80.85364
40.0,999,85.739474
40.0,1022,90.722566
39.0,1099,96.025592
40.0,1067,101.329227
39.0,1617,109.263852
37.0,1649,117.596119
40.0,1678,126.226579
37.0,1717,135.10728
40.0,1763,144.38457
40.0,918,149.144475
39.0,919,154.157132
40.0,1018,159.270586
40.0,1003,164.421299
40.0,1062,169.54638
40.0,1586,177.612274
38.0,1588,185.495775
39.0,1633,194.476053
37.0,1680,202.793048
40.0,1714,210.947564
39.0,887,215.219274
39.0,925,219.640681
39.0,986,224.348209
38.0,1000,229.150893
36.0,1035,234.291284
38.0,1589,241.873152
40.0,1643,249.753505
40.0,1618,257.452887
40.0,1673,265.627712
40.0,1704,273.790734
39.0,935,278.306743
40.0,980,282.94682
35.0,986,287.683177
37.0,999,292.668594
40.0,1120,297.980688
38.0,1614,305.698915
40.0,1648,313.558415
40.0,1642,321.607713
40.0,1654,329.536581
40.0,1699,337.698428
38.0,915,342.14237
40.0,1010,346.933433
40.0,1008,351.970854
39.0,1044,356.995196
39.0,1122,362.385948
40.0,1628,370.201404
40.0,1605,377.880264
40.0,1658,385.995565
39.0,1715,394.239857
40.0,1766,402.677062
40.0,923,407.110395
40.0,976,411.983565
39.0,1012,416.877606
39.0,1023,421.771938
40.0,1062,426.851635
39.0,1587,434.446139
40.0,1606,442.325948
40.0,1674,450.333401
40.0,1719,458.823325
40.0,1735,467.283243
37.0,916,471.814221
40.0,1002,476.623679
40.0,1019,481.54941
40.0,1097,486.790091
39.0,1127,492.214759
39.0,1628,500.078076
40.0,1643,508.094123
40.0,1706,516.293813
40.0,1712,524.528317
40.0,1702,532.897081
39.0,921,537.337686
37.0,999,542.130908
40.0,1038,547.144864
37.0,1025,552.074702
40.0,1042,557.050614
40.0,1548,564.709808
39.0,1586,572.28934
40.0,1638,580.170951
40.0,1749,588.543739
39.0,1700,596.914671
40.0,946,601.459469
40.0,944,605.975586
39.0,1014,610.868665
40.0,1045,615.829398
40.0,1059,621.080104
40.0,1568,628.619439
35.0,1672,636.642072
39.0,1669,644.630961
37.0,1690,652.940089
39.0,1747,661.313586
40.0,948,665.838897
39.0,930,670.39691
40.0,956,674.992913
40.0,1038,679.994546
37.0,1117,685.549333
40.0,1561,693.056765
40.0,1609,700.797055
37.0,1690,708.92425
39.0,1690,717.202322
40.0,1774,725.725355
40.0,964,730.407614
40.0,991,735.120527
38.0,1045,740.220259
39.0,1017,745.236972
40.0,1101,750.518232
40.0,1564,758.056404
40.0,1582,765.665477
