#{"t_start": 1618987897.503665, "env_id": "MotorTiming-v0"}
r,l,t
38.0,882,85.512517
39.0,961,87.539858
39.0,985,388.835381
40.0,1049,391.097125
40.0,1061,396.43907
40.0,1590,403.144059
40.0,1628,410.166214
38.0,1703,413.970517
40.0,1705,421.243579
40.0,1697,428.44581
37.0,887,433.777427
37.0,928,435.895805
36.0,1010,441.477905
40.0,998,443.70363
39.0,1066,449.315236
39.0,1559,452.754248
37.0,1631,459.580089
40.0,1654,466.348987
40.0,1712,473.231023
39.0,1763,480.15527
40.0,931,482.175019
40.0,949,487.347761
40.0,999,489.49706
40.0,1067,495.07116
40.0,1124,497.548838
39.0,1550,504.084974
40.0,1661,510.789796
40.0,1631,517.408996
40.0,1660,524.083204
40.0,1794,527.998274
40.0,933,533.133532
40.0,928,535.137346
40.0,1004,540.40077
39.0,1000,542.558888
40.0,1069,548.015663
39.0,1573,554.491585
39.0,1620,558.032681
36.0,1691,564.810789
37.0,1667,571.526738
39.0,1720,578.411396
39.0,877,580.292453
39.0,950,585.447119
40.0,993,587.610579
39.0,1042,593.020958
40.0,1036,595.234321
40.0,1560,601.738452
40.0,1646,608.58279
40.0,1657,615.57791
38.0,1720,622.695358
40.0,1778,629.865693
40.0,887,631.89442
39.0,986,637.245209
40.0,1004,639.493089
39.0,1089,644.932112
40.0,1062,647.279762
38.0,1629,653.986901
40.0,1630,660.641737
39.0,1706,667.468028
39.0,1688,671.155094
35.0,1748,678.114109
39.0,944,683.467043
40.0,935,685.575089
40.0,992,690.911678
37.0,1053,693.212368
40.0,1047,699.161072
40.0,1570,706.341292
36.0,1613,710.662245
39.0,1672,718.148958
40.0,1752,725.118273
40.0,1713,732.09291
39.0,913,734.068516
37.0,932,739.287396
38.0,1018,741.496085
40.0,992,747.778975
40.0,1095,750.555335
40.0,1542,757.871574
40.0,1639,764.950775
39.0,1622,771.818172
32.0,1691,779.263199
36.0,1723,787.124099
38.0,930,789.321666
39.0,950,794.825851
38.0,1047,797.573469
39.0,1017,803.490975
40.0,1071,806.083593
39.0,1591,812.925194
39.0,1595,819.616373
39.0,1685,827.53722
40.0,1738,832.090495
37.0,1785,840.04223
40.0,923,845.948094
40.0,997,848.462849
40.0,1045,854.513721
40.0,1062,856.978598
38.0,1027,862.523109
40.0,1549,869.998674
40.0,1604,874.148634
40.0,1654,881.819395
37.0,1709,889.686373
39.0,1761,897.768279
39.0,924,899.98178
39.0,915,905.511058
39.0,1011,907.966426
40.0,1057,913.873235
40.0,1120,917.085573
36.0,1626,924.996312
38.0,1616,932.079845
40.0,1700,939.683827
40.0,1700,947.782072
37.0,1774,955.198672
39.0,896,957.243054
40.0,992,962.69141
40.0,963,964.839787
38.0,1010,970.163731
40.0,1098,972.632284
40.0,1624,979.373686
40.0,1602,986.35465
39.0,1660,994.287251
38.0,1717,998.509971
37.0,1776,1006.250737
39.0,897,1011.765988
40.0,964,1014.045782
40.0,1024,1019.764761
40.0,1011,1022.223707
39.0,1107,1028.070835
40.0,1623,1035.692388
40.0,1588,1039.208787
34.0,1643,1045.970837
40.0,1659,1052.95311
40.0,1760,1059.984559
39.0,884,1061.898384
39.0,934,1067.118166
40.0,1032,1069.366497
40.0,1085,1074.93677
40.0,1074,1077.243899
38.0,1595,1084.075431
37.0,1627,1090.774774
40.0,1701,1097.644161
39.0,1768,1104.643565
40.0,1777,1111.827737
40.0,946,1113.958983
39.0,1007,1119.363032
39.0,1014,1121.605382
40.0,1059,1127.125094
38.0,1044,1129.45997
40.0,1624,1136.198553
40.0,1626,1143.078697
40.0,1643,1149.839649
40.0,1698,1156.658355
40.0,1788,1161.126976
