#{"t_start": 1618987897.5064, "env_id": "MotorTiming-v0"}
r,l,t
40.0,944,85.647308
40.0,968,87.687408
37.0,1039,389.108134
40.0,1007,391.268731
39.0,1088,396.674781
36.0,1584,403.377214
39.0,1619,410.383921
40.0,1676,414.130481
40.0,1709,421.401578
39.0,1733,428.688932
40.0,943,434.176818
38.0,927,436.252362
40.0,1038,441.899259
40.0,1009,444.146356
40.0,1124,449.891956
40.0,1607,456.694586
40.0,1664,460.333329
38.0,1627,467.037678
40.0,1718,473.908732
39.0,1722,480.765621
38.0,919,482.739295
40.0,943,487.913375
37.0,1036,490.13278
37.0,1018,495.614004
40.0,1070,497.97243
40.0,1558,504.50734
39.0,1587,511.067644
39.0,1661,517.749652
36.0,1731,524.569793
40.0,1759,531.512078
38.0,953,533.596652
38.0,991,535.728961
40.0,996,540.986449
37.0,1018,543.163762
40.0,1048,548.599648
40.0,1610,555.160327
39.0,1629,561.831261
37.0,1622,565.334732
38.0,1671,572.053252
39.0,1702,578.896629
40.0,931,583.979741
40.0,1006,586.190337
40.0,1009,591.485061
40.0,1030,593.746721
38.0,1108,599.226722
40.0,1587,602.679434
39.0,1654,609.569742
35.0,1707,616.712816
40.0,1688,623.754625
40.0,1709,630.789924
40.0,961,632.929879
40.0,1008,638.385975
40.0,1004,640.553334
40.0,1044,645.943928
40.0,1105,648.337123
40.0,1600,654.984525
40.0,1604,661.609391
37.0,1705,668.466746
40.0,1671,675.188798
36.0,1700,682.096847
38.0,948,684.324967
40.0,964,689.574779
40.0,1017,691.862638
40.0,1040,697.359384
34.0,1038,700.16761
39.0,1633,707.793162
35.0,1666,715.345139
40.0,1644,722.298829
40.0,1741,726.167356
38.0,1698,733.113046
36.0,906,738.230364
40.0,961,740.350946
40.0,1034,746.377584
37.0,1023,749.324029
40.0,1048,755.167044
40.0,1590,762.427386
40.0,1593,766.054633
40.0,1713,773.183663
39.0,1690,780.698527
40.0,1723,788.557783
40.0,970,790.664881
37.0,967,796.515912
38.0,1032,799.08703
39.0,1000,805.04234
37.0,1110,807.473472
40.0,1574,814.303225
40.0,1623,821.240525
40.0,1624,829.210491
39.0,1708,836.890557
40.0,1714,844.807179
39.0,948,847.284321
40.0,1005,853.168837
40.0,1034,855.677653
40.0,994,861.123077
39.0,1055,863.744102
39.0,1557,871.312267
40.0,1629,879.10506
39.0,1622,882.985136
40.0,1659,891.0105
40.0,1734,898.714355
39.0,880,904.144768
40.0,920,906.385751
39.0,994,912.093255
40.0,1047,914.638879
39.0,1062,921.71464
40.0,1553,925.482656
40.0,1655,932.670113
37.0,1651,940.160134
38.0,1705,948.303163
38.0,1693,955.488549
39.0,898,957.510455
39.0,998,962.995218
39.0,1026,965.253288
37.0,1013,970.609203
39.0,1062,972.97828
36.0,1557,979.5739
38.0,1662,986.726428
39.0,1655,994.660857
39.0,1685,1002.148363
38.0,1769,1006.503853
39.0,935,1012.138516
40.0,953,1014.377743
38.0,977,1019.998182
40.0,995,1022.390111
40.0,1126,1028.286724
40.0,1589,1035.818658
36.0,1640,1042.542475
40.0,1701,1046.32853
40.0,1739,1053.470033
38.0,1780,1060.550832
40.0,917,1065.664213
40.0,963,1067.848673
40.0,963,1073.058779
39.0,1085,1075.492976
39.0,1047,1081.035295
40.0,1633,1084.647366
40.0,1581,1091.2491
40.0,1655,1098.031251
39.0,1701,1104.883536
38.0,1731,1111.974167
40.0,965,1114.134453
39.0,993,1119.519359
38.0,979,1121.676451
39.0,1075,1127.236416
38.0,1083,1129.658042
40.0,1618,1136.381928
39.0,1631,1143.267614
35.0,1624,1149.995775
40.0,1710,1156.84361
35.0,1769,1161.29415
