#{"t_start": 1618919946.152456, "env_id": "MotorTiming-v0"}
r,l,t
40.0,950,49.247186
40.0,963,61.099773
38.0,1041,75.706174
38.0,1009,87.695124
35.0,1069,101.938449
39.0,1585,120.977208
39.0,1603,141.050085
24.0,1673,161.54086
36.0,1707,183.320567
37.0,1735,206.723172
40.0,942,218.196982
39.0,927,229.762583
34.0,1027,242.99304
31.0,1010,255.839767
40.0,1119,270.445109
35.0,1605,289.810597
28.0,1660,311.095736
25.0,1623,333.290652
27.0,1707,354.462948
36.0,1713,377.545883
21.0,922,388.824044
39.0,942,399.796731
27.0,1035,412.44368
40.0,1015,425.030738
26.0,1070,439.108073
31.0,1561,459.780479
40.0,1588,480.0325
25.0,1650,502.10147
33.0,1726,525.353896
37.0,1758,546.706291
36.0,941,559.210054
40.0,970,570.279044
35.0,993,583.091749
34.0,1011,595.477076
38.0,1048,608.349397
34.0,1605,628.684242
39.0,1623,647.452993
39.0,1620,667.69727
27.0,1671,688.2022
38.0,1701,708.826404
29.0,932,721.016536
36.0,1006,733.88283
36.0,1005,745.013537
31.0,1014,757.827304
28.0,1108,771.89506
20.0,1587,791.028947
35.0,1651,811.886744
34.0,1705,834.19114
39.0,1688,854.504502
33.0,1710,875.264898
39.0,947,887.900669
23.0,1009,899.200956
39.0,1005,912.146671
35.0,1036,925.580469
37.0,1103,940.165541
38.0,1583,960.054951
38.0,1593,980.508629
39.0,1707,1001.183751
37.0,1666,1021.823056
38.0,1694,1042.361584
40.0,946,1054.70385
39.0,960,1065.806495
20.0,1014,1078.376135
35.0,1030,1090.82238
38.0,1030,1103.753908
34.0,1638,1124.884292
39.0,1660,1145.680805
38.0,1642,1166.387656
37.0,1741,1188.262523
37.0,1700,1208.882254
31.0,902,1219.987473
32.0,926,1231.212402
29.0,1033,1243.719539
39.0,1022,1256.818963
39.0,1039,1269.457241
24.0,1580,1289.505595
40.0,1593,1308.632836
36.0,1696,1328.991904
40.0,1688,1350.464757
38.0,1715,1371.26693
40.0,972,1383.88346
40.0,962,1394.985061
38.0,1032,1407.449085
35.0,997,1420.106249
34.0,1109,1433.985909
29.0,1569,1452.961402
36.0,1619,1471.818931
27.0,1624,1491.968706
35.0,1705,1512.536841
39.0,1715,1534.378526
38.0,949,1546.853439
37.0,1005,1559.297071
34.0,1033,1571.955396
31.0,992,1584.47796
32.0,1056,1596.870614
33.0,1553,1615.878698
40.0,1627,1637.018184
39.0,1621,1656.585643
34.0,1658,1677.122542
38.0,1734,1697.128288
28.0,880,1707.914724
40.0,918,1719.030726
30.0,992,1731.746158
38.0,1045,1745.39461
40.0,1062,1757.898563
38.0,1554,1780.228788
38.0,1656,1804.116687
20.0,1636,1822.367714
40.0,1699,1843.734146
39.0,1693,1864.121889
36.0,889,1874.983645
29.0,995,1887.396599
40.0,1019,1898.333791
40.0,991,1910.091545
34.0,1063,1923.551425
40.0,1551,1942.769986
40.0,1657,1963.654708
39.0,1655,1983.678717
40.0,1683,2005.434734
37.0,1770,2028.962721
39.0,934,2040.262682
38.0,952,2051.336607
36.0,973,2063.89718
40.0,995,2077.052213
32.0,1123,2089.998752
32.0,1586,2111.322743
39.0,1639,2131.584117
40.0,1701,2151.928165
37.0,1735,2172.073746
32.0,1777,2193.84289
39.0,917,2204.865028
39.0,957,2217.376332
38.0,960,2228.357567
40.0,1074,2242.14228
37.0,1048,2254.530276
39.0,1629,2274.40006
39.0,1581,2292.934368
40.0,1657,2313.54424
32.0,1699,2333.706193
39.0,1731,2355.49111
40.0,963,2366.520393
39.0,991,2379.19893
31.0,975,2391.67777
28.0,1073,2404.3157
40.0,1082,2418.58543
37.0,1614,2437.390674
37.0,1631,2457.606337
40.0,1621,2477.607252
40.0,1707,2498.043667
40.0,1769,2519.701576
35.0,881,2530.598214
33.0,972,2541.57431
39.0,1003,2554.030634
40.0,1075,2566.603897
37.0,1078,2580.656847
40.0,1546,2599.392549
38.0,1587,2618.056689
39.0,1615,2637.935944
38.0,1673,2658.012271
40.0,1748,2679.573807
40.0,922,2690.452586
40.0,950,2701.445724
39.0,1005,2713.933602
34.0,1014,2727.598238
39.0,1102,2741.517115
39.0,1598,2761.355071
40.0,1580,2781.89602
38.0,1688,2805.799208
36.0,1726,2829.021315
29.0,1763,2850.53692
38.0,966,2862.855661
40.0,970,2873.800254
37.0,1007,2886.362565
33.0,1085,2898.86637
34.0,1039,2912.808201
39.0,1553,2931.45311
31.0,1649,2951.558124
35.0,1672,2971.931297
35.0,1652,2992.400189
39.0,1790,3014.120674
40.0,930,3025.163939
29.0,1003,3037.512916
40.0,1010,3049.762504
40.0,1019,3060.969291
39.0,1065,3074.678472
40.0,1605,3093.399089
39.0,1636,3113.336889
37.0,1683,3133.422182
39.0,1681,3153.641604
40.0,1728,3175.017537
39.0,963,3186.036013
35.0,999,3198.352142
38.0,987,3210.650392
37.0,1031,3223.021652
36.0,1069,3235.406036
36.0,1611,3255.316167
28.0,1584,3274.3895
36.0,1667,3294.683108
40.0,1708,3316.711691
36.0,1739,3337.488946
39.0,942,3349.635252
36.0,983,3360.766144
40.0,995,3373.049811
30.0,1025,3385.594653
32.0,1127,3399.496554
40.0,1593,3418.438935
34.0,1639,3438.494552
39.0,1667,3458.828852
40.0,1698,3479.080173
40.0,1721,3500.679478
36.0,939,3511.620947
30.0,926,3522.489417
40.0,1023,3534.951374
37.0,1038,3548.508264
37.0,1043,3560.894332
39.0,1598,3579.706806
