#{"t_start": 1619005243.977142, "env_id": "MotorTiming-v0"}
r,l,t
40.0,959,2787.404907
38.0,996,2790.287664
37.0,1112,2797.369092
40.0,1606,2805.756773
36.0,1621,2810.438085
39.0,1634,2818.996019
40.0,1707,2827.778309
39.0,1779,2836.773134
40.0,965,2839.502156
38.0,1004,2846.26704
40.0,1037,2849.208259
40.0,1085,2856.230952
40.0,1062,2859.211465
40.0,1577,2867.548743
40.0,1615,2875.999988
39.0,1682,2884.617766
39.0,1719,2893.247218
40.0,1709,2901.808537
38.0,983,2904.615673
40.0,929,2911.00474
40.0,960,2913.784224
38.0,1073,2920.565851
39.0,1089,2923.644066
