#{"t_start": 1619005243.980639, "env_id": "MotorTiming-v0"}
r,l,t
38.0,1073,1472.023452
38.0,1084,1474.951499
40.0,1615,1483.185159
39.0,1636,1491.372919
39.0,1630,1499.627873
40.0,1705,1508.032967
40.0,1773,1516.583329
40.0,885,1519.074484
40.0,981,1525.414953
35.0,1010,1528.251733
39.0,1076,1535.101293
39.0,1081,1538.202589
40.0,1547,1546.4097
39.0,1600,1554.624693
39.0,1619,1559.035292
40.0,1673,1567.536448
39.0,1750,1576.182827
40.0,925,1582.461758
38.0,950,1585.165463
38.0,1020,1591.781545
40.0,1018,1594.690905
38.0,1110,1601.66442
40.0,1591,1606.143171
40.0,1582,1614.421709
40.0,1695,1623.01281
40.0,1734,1631.507439
40.0,1763,1640.022765
40.0,973,1642.661418
40.0,968,1648.979091
39.0,1009,1651.60115
39.0,1089,1658.559875
40.0,1041,1661.374579
38.0,1552,1669.46177
39.0,1657,1678.104708
40.0,1674,1686.807085
40.0,1673,1695.200307
36.0,1793,1703.865234
40.0,931,1706.467288
39.0,1010,1712.952765
39.0,1010,1715.802034
40.0,1019,1722.237102
35.0,1071,1725.250426
39.0,1615,1733.458379
40.0,1653,1741.887395
40.0,1684,1750.219907
37.0,1687,1754.873348
40.0,1732,1763.765473
40.0,963,1770.282694
39.0,1004,1773.010529
39.0,988,1779.809447
40.0,1036,1782.649066
40.0,1066,1789.308549
38.0,1615,1797.440815
39.0,1588,1801.795458
39.0,1663,1810.098069
40.0,1711,1818.552735
40.0,1741,1827.089461
40.0,951,1829.64061
40.0,983,1836.116462
32.0,994,1838.832783
40.0,1024,1845.512263
37.0,1132,1852.326488
40.0,1596,1856.809952
40.0,1639,1865.222323
40.0,1673,1873.675594
40.0,1704,1882.068991
38.0,1723,1890.436592
36.0,941,1893.067629
39.0,929,1899.325989
40.0,1030,1902.191022
34.0,1056,1908.799195
40.0,1043,1911.714559
39.0,1599,1919.868094
40.0,1679,1928.345435
38.0,1677,1936.854357
40.0,1708,1945.38915
38.0,1787,1950.275593
40.0,893,1957.267424
40.0,1010,1960.355914
40.0,1004,1967.264701
39.0,1082,1970.186505
34.0,1098,1977.196404
39.0,1580,1985.41409
39.0,1604,1993.524566
40.0,1666,1998.723822
40.0,1734,2007.61473
40.0,1702,2016.716172
37.0,961,2023.089714
40.0,992,2026.228078
40.0,967,2032.622483
40.0,1066,2035.632383
35.0,1116,2042.433645
39.0,1609,2046.883368
39.0,1687,2055.234365
40.0,1671,2063.712472
40.0,1688,2072.138194
40.0,1705,2080.540042
40.0,905,2083.051956
40.0,943,2089.420753
38.0,973,2092.146767
40.0,1007,2098.642507
38.0,1077,2101.611102
40.0,1634,2109.877816
38.0,1620,2118.162306
39.0,1670,2126.646969
38.0,1717,2135.270698
40.0,1778,2144.000067
40.0,929,2146.721822
39.0,965,2149.440642
40.0,1024,2156.218114
40.0,1050,2159.156232
40.0,1114,2166.139069
37.0,1615,2174.563135
37.0,1598,2182.780683
39.0,1703,2191.427407
39.0,1679,2196.22669
40.0,1717,2204.884957
39.0,921,2211.209422
40.0,990,2214.031936
40.0,1018,2220.590105
40.0,1003,2223.478728
39.0,1029,2230.196146
38.0,1623,2234.757007
39.0,1607,2243.109805
40.0,1656,2251.343339
38.0,1750,2260.129654
40.0,1788,2269.0054
38.0,903,2271.498642
39.0,986,2277.94713
40.0,1016,2280.728147
37.0,1001,2287.395521
39.0,1053,2290.370588
37.0,1555,2299.248088
40.0,1613,2307.636112
40.0,1620,2315.931037
39.0,1682,2324.375435
39.0,1757,2329.277908
39.0,943,2335.844216
38.0,926,2338.373552
40.0,1017,2345.057328
40.0,1013,2347.854129
40.0,1049,2354.70345
39.0,1590,2362.929562
39.0,1660,2371.349823
39.0,1695,2376.181736
40.0,1742,2384.961889
36.0,1730,2393.672198
40.0,901,2399.965851
39.0,979,2402.765233
38.0,980,2409.243479
39.0,1027,2412.192124
40.0,1073,2419.01188
40.0,1560,2423.439022
39.0,1611,2431.788143
39.0,1624,2440.146449
39.0,1742,2448.911918
39.0,1695,2457.702523
39.0,909,2460.462024
40.0,940,2467.039439
36.0,1031,2470.0467
39.0,1058,2476.945964
40.0,1143,2480.204345
39.0,1565,2488.512088
40.0,1601,2496.829954
40.0,1688,2505.46109
38.0,1700,2514.238203
38.0,1764,2519.25863
40.0,897,2525.675802
38.0,989,2528.419714
39.0,1024,2535.222447
40.0,1028,2538.030243
40.0,1095,2544.962564
40.0,1608,2553.155436
39.0,1594,2561.42636
40.0,1685,2566.223296
39.0,1730,2575.059386
37.0,1757,2583.823182
37.0,908,2590.110399
36.0,951,2592.82672
40.0,990,2599.222691
34.0,1024,2602.101828
36.0,1071,2608.84965
36.0,1603,2613.270243
40.0,1616,2621.587646
40.0,1718,2630.205403
40.0,1681,2638.628329
40.0,1725,2647.066205
39.0,913,2649.55043
39.0,914,2655.889603
40.0,1000,2658.596085
40.0,1051,2665.284491
40.0,1108,2668.356639
38.0,1618,2676.650761
39.0,1668,2685.073924
39.0,1630,2693.322596
40.0,1709,2701.866542
39.0,1757,2706.825089
37.0,877,2713.141816
40.0,942,2715.7332
40.0,961,2722.286454
40.0,1098,2725.302507
40.0,1110,2732.278816
40.0,1581,2740.457768
40.0,1605,2748.795756
39.0,1653,2753.646698
37.0,1733,2762.422556
36.0,1739,2771.105262
40.0,900,2777.38982
38.0,978,2780.259327
39.0,950,2786.638791
39.0,989,2789.561101
39.0,1034,2796.34024
40.0,1579,2800.935736
39.0,1674,2809.57453
37.0,1710,2818.323854
40.0,1685,2827.052688
35.0,1727,2835.885658
39.0,944,2838.561631
39.0,936,2845.127349
40.0,1027,2848.068149
40.0,1059,2854.949574
40.0,1109,2858.127745
37.0,1553,2866.409463
40.0,1651,2874.94391
37.0,1676,2883.535806
40.0,1724,2892.139795
40.0,1763,2897.145525
37.0,899,2903.483634
40.0,968,2906.172595
40.0,1026,2912.952252
40.0,1063,2915.868328
40.0,1111,2922.86114
