#{"t_start": 1619005243.987351, "env_id": "MotorTiming-v0"}
r,l,t
40.0,974,102.045156
36.0,964,104.661542
38.0,972,587.910351
39.0,1027,590.584131
40.0,1074,597.197015
40.0,1603,605.502941
39.0,1648,614.624631
38.0,1670,619.318212
39.0,1766,628.244257
40.0,1720,636.865345
39.0,973,643.428509
40.0,948,646.247146
38.0,973,652.8316
39.0,1076,655.83247
39.0,1126,663.060821
40.0,1596,671.931956
40.0,1652,676.640717
40.0,1651,685.425478
40.0,1690,694.01762
40.0,1756,703.091614
39.0,939,705.62756
36.0,915,711.985554
40.0,1032,714.839747
40.0,1051,721.679138
40.0,1069,724.763204
38.0,1609,732.889582
40.0,1592,741.052141
40.0,1629,749.264445
37.0,1748,759.023568
40.0,1727,768.474418
40.0,942,771.152166
40.0,960,777.706071
40.0,957,780.315832
39.0,1041,787.010974
39.0,1087,790.093929
39.0,1612,798.622209
37.0,1631,806.797986
39.0,1685,815.219135
40.0,1719,820.110258
39.0,1764,828.688613
40.0,894,834.621336
39.0,960,837.223638
39.0,1015,844.215467
40.0,1053,847.454118
39.0,1108,854.956953
40.0,1604,862.870547
39.0,1658,867.643826
39.0,1658,876.107034
40.0,1717,886.583176
37.0,1770,895.861868
40.0,981,898.573547
38.0,934,905.334991
39.0,1030,908.312013
39.0,1061,915.301669
40.0,1104,921.994709
39.0,1593,926.466956
40.0,1583,934.748093
34.0,1709,943.251453
39.0,1712,951.600144
40.0,1728,960.26185
38.0,955,963.071855
40.0,931,969.780545
40.0,999,972.694892
40.0,1010,979.30652
39.0,1113,982.488721
40.0,1588,990.780235
40.0,1626,999.328145
39.0,1664,1008.123455
40.0,1684,1016.359738
39.0,1744,1021.443929
40.0,902,1027.920017
38.0,1000,1030.731831
40.0,1026,1037.141413
40.0,1047,1039.989163
39.0,1054,1046.440057
40.0,1584,1054.664024
39.0,1604,1059.273872
40.0,1662,1067.5287
39.0,1746,1075.921984
39.0,1728,1084.486546
38.0,952,1090.926405
40.0,947,1093.565155
40.0,970,1096.238258
37.0,1030,1102.620414
40.0,1055,1109.203115
39.0,1629,1113.828081
40.0,1609,1121.833623
36.0,1680,1129.632004
36.0,1665,1137.66451
40.0,1778,1146.166247
40.0,943,1148.709548
37.0,1011,1155.069979
39.0,960,1157.714414
37.0,1010,1164.160911
37.0,1077,1167.16453
39.0,1634,1175.456326
38.0,1671,1183.716755
38.0,1658,1191.999837
40.0,1708,1200.936988
39.0,1723,1205.878332
40.0,925,1211.847865
40.0,916,1214.371875
39.0,973,1220.671797
40.0,987,1223.478382
40.0,1059,1230.456397
39.0,1590,1238.659653
38.0,1663,1243.151626
39.0,1669,1251.401261
39.0,1739,1260.135135
40.0,1759,1268.98518
40.0,970,1275.268627
38.0,987,1277.955821
40.0,974,1284.217547
36.0,1001,1286.93107
40.0,1123,1293.245933
40.0,1588,1297.447609
39.0,1662,1305.630439
39.0,1651,1315.505497
40.0,1739,1324.253064
39.0,1756,1332.855692
40.0,937,1335.446606
39.0,932,1341.708734
