#{"t_start": 1619005243.984884, "env_id": "MotorTiming-v0"}
r,l,t
38.0,907,101.857649
36.0,915,104.335664
40.0,1008,587.704358
40.0,1036,590.394134
38.0,1088,597.04178
40.0,1614,605.370794
40.0,1633,614.449115
40.0,1713,619.268102
40.0,1700,628.004522
40.0,1773,636.778864
40.0,946,643.247845
39.0,984,646.192386
40.0,1006,652.864043
40.0,1093,655.90889
39.0,1048,662.923195
40.0,1640,671.914691
40.0,1646,676.607335
40.0,1686,685.492996
40.0,1706,694.134514
38.0,1731,703.129125
40.0,946,705.688001
40.0,1009,712.288369
40.0,1001,715.063007
40.0,997,721.767732
39.0,1112,724.960937
38.0,1574,733.000488
40.0,1625,741.252044
40.0,1689,749.631631
40.0,1691,759.266839
38.0,1751,768.745498
39.0,977,771.547382
40.0,930,777.988859
40.0,998,780.703582
35.0,1067,787.493174
38.0,1093,790.593388
39.0,1611,799.117376
39.0,1595,807.179144
40.0,1672,815.58396
40.0,1722,820.488234
40.0,1754,828.999858
40.0,877,834.889563
39.0,920,837.396163
39.0,986,844.311528
38.0,1090,847.672066
40.0,1086,855.099778
39.0,1611,863.015916
38.0,1627,867.70943
38.0,1657,876.17164
39.0,1708,886.628339
40.0,1730,895.792609
39.0,909,898.30976
40.0,976,905.175465
40.0,1031,908.154291
40.0,1069,915.170174
40.0,1032,918.043994
40.0,1607,926.178506
40.0,1662,934.675992
40.0,1680,943.096969
40.0,1740,951.526638
39.0,1748,960.240306
39.0,886,962.853757
40.0,969,969.664684
40.0,986,972.545044
40.0,1054,979.290001
40.0,1034,982.243144
40.0,1575,990.499029
40.0,1596,998.961722
40.0,1663,1007.764206
40.0,1711,1012.330689
37.0,1778,1021.237386
37.0,935,1027.824495
36.0,962,1030.536341
39.0,1047,1037.00044
39.0,1090,1039.963258
39.0,1098,1046.538549
38.0,1602,1054.815087
39.0,1592,1063.105813
40.0,1657,1067.630531
40.0,1751,1076.03206
38.0,1716,1084.56876
40.0,897,1090.850218
40.0,940,1093.473046
39.0,954,1096.10537
34.0,1079,1102.618562
40.0,1090,1109.304214
39.0,1545,1113.688248
37.0,1597,1121.669052
38.0,1672,1129.437275
39.0,1744,1137.692579
40.0,1740,1146.088917
40.0,965,1148.691609
40.0,916,1154.798668
40.0,979,1157.492681
39.0,1006,1163.918759
40.0,1037,1166.815376
37.0,1618,1175.049154
40.0,1606,1183.142183
40.0,1717,1191.598597
39.0,1723,1196.505957
39.0,1771,1205.655777
38.0,982,1211.771623
40.0,990,1214.500376
38.0,1024,1220.971842
40.0,1075,1224.015432
40.0,1033,1230.925708
38.0,1584,1239.071823
40.0,1580,1243.341128
39.0,1690,1251.650528
38.0,1697,1260.274071
38.0,1733,1269.048335
37.0,968,1275.327197
37.0,947,1277.905295
40.0,997,1284.229623
40.0,1085,1287.155918
40.0,1097,1293.411312
40.0,1599,1297.656056
40.0,1674,1305.874733
37.0,1657,1315.767425
39.0,1728,1324.480099
34.0,1721,1332.973185
40.0,923,1335.541848
39.0,979,1341.917712
40.0,962,1344.577566
40.0,1085,1351.377366
38.0,1027,1354.333521
40.0,1582,1362.339355
38.0,1625,1370.482398
39.0,1693,1378.840469
39.0,1691,1387.190008
40.0,1745,1391.956062
38.0,930,1398.427816
36.0,969,1401.07008
39.0,1052,1407.580588
36.0,1009,1410.320628
39.0,1102,1417.166508
39.0,1569,1425.263721
40.0,1664,1433.60893
40.0,1651,1438.112514
40.0,1722,1446.593156
40.0,1752,1455.173956
40.0,881,1461.261369
40.0,959,1463.975463
39.0,1014,1470.484029
40.0,1018,1473.338902
40.0,1107,1480.095706
39.0,1613,1484.525874
40.0,1597,1492.641636
40.0,1646,1500.956768
40.0,1746,1509.488476
40.0,1734,1517.968374
38.0,879,1520.36327
39.0,958,1526.728937
38.0,976,1529.451556
40.0,1077,1536.354681
40.0,1056,1539.333395
37.0,1627,1547.714918
40.0,1668,1556.130263
39.0,1683,1564.601475
40.0,1680,1573.000924
40.0,1775,1581.64875
40.0,966,1584.423145
40.0,981,1587.105909
38.0,1019,1593.852254
36.0,1084,1600.647723
40.0,1120,1603.932825
38.0,1540,1612.067796
40.0,1627,1620.407235
38.0,1711,1628.87957
38.0,1716,1633.570912
39.0,1751,1642.120946
39.0,893,1648.240969
40.0,963,1650.748697
39.0,1030,1657.464114
37.0,1066,1660.413161
38.0,1078,1667.156618
40.0,1630,1675.645479
40.0,1586,1680.334362
39.0,1661,1688.780871
39.0,1665,1697.15105
35.0,1723,1705.660123
37.0,941,1708.220191
39.0,932,1714.569421
40.0,995,1717.273394
40.0,1003,1723.768891
38.0,1102,1726.774827
40.0,1626,1735.039843
40.0,1587,1743.310883
39.0,1670,1751.6405
39.0,1683,1760.159902
40.0,1794,1769.075402
37.0,899,1771.600397
39.0,922,1774.113567
38.0,963,1780.878202
40.0,1033,1783.65436
40.0,1107,1790.490615
40.0,1586,1798.549974
39.0,1652,1806.781462
40.0,1643,1811.254951
40.0,1745,1819.831948
40.0,1763,1828.438748
40.0,947,1834.710238
38.0,922,1837.295685
35.0,959,1843.736414
38.0,1060,1846.672741
40.0,1073,1853.409371
40.0,1608,1861.630139
40.0,1675,1866.38982
39.0,1724,1874.949797
38.0,1707,1883.347024
40.0,1751,1891.863179
38.0,932,1894.369028
39.0,927,1900.710743
39.0,954,1903.280548
39.0,1029,1909.908524
39.0,1052,1912.770415
40.0,1629,1921.043874
39.0,1650,1929.43164
34.0,1662,1937.940758
40.0,1746,1946.600764
38.0,1738,1955.565457
40.0,881,1958.230069
40.0,1010,1965.425972
40.0,1008,1968.346936
40.0,1003,1974.63226
40.0,1079,1977.943409
40.0,1608,1986.231402
40.0,1633,1994.466196
40.0,1705,2003.643182
40.0,1729,2008.563852
35.0,1754,2017.789517
40.0,964,2024.432832
38.0,981,2027.296567
40.0,993,2033.847234
36.0,1079,2036.805938
38.0,1115,2043.687092
38.0,1572,2051.691392
38.0,1636,2056.170182
