#{"t_start": 1618946252.73579, "env_id": "MotorTiming-v0"}
r,l,t
39.0,943,6.704701
39.0,963,11.192438
40.0,1049,16.075676
39.0,1026,20.91871
39.0,1078,26.098229
38.0,1586,34.546637
39.0,1604,43.78702
39.0,1679,53.368748
39.0,1709,63.390389
40.0,1733,73.126666
40.0,946,78.023879
40.0,933,82.724007
40.0,1029,87.961654
40.0,1018,93.018859
40.0,1129,98.597948
39.0,1605,106.915204
40.0,1662,117.149409
40.0,1633,125.308179
40.0,1707,133.58986
40.0,1717,142.246681
40.0,935,146.967755
40.0,943,151.64308
39.0,1041,156.742621
39.0,1034,161.812836
39.0,1081,167.127787
40.0,1568,175.061566
40.0,1600,182.66145
40.0,1667,191.210276
40.0,1732,200.544534
39.0,1772,209.175198
38.0,946,213.807576
40.0,970,218.886539
37.0,995,224.391669
39.0,1019,229.878664
39.0,1050,234.989522
40.0,1603,242.567786
39.0,1625,250.594046
40.0,1621,258.477026
40.0,1672,266.281895
38.0,1701,274.264588
40.0,930,278.721032
39.0,1008,283.570902
40.0,1009,288.543567
40.0,1025,293.455658
40.0,1113,298.755216
40.0,1591,306.288416
40.0,1653,314.35053
40.0,1707,322.898019
39.0,1701,331.045759
37.0,1718,339.065593
40.0,946,343.571924
39.0,1030,348.624601
40.0,1015,353.49825
40.0,1041,358.514254
39.0,1103,363.880373
40.0,1591,371.313429
40.0,1601,378.942684
40.0,1707,387.032928
39.0,1666,395.038742
40.0,1701,403.124967
39.0,952,407.687818
39.0,958,412.18937
39.0,1016,416.967499
39.0,1032,421.832582
37.0,1030,426.775344
40.0,1637,434.628212
40.0,1663,442.597137
37.0,1644,450.308601
40.0,1747,458.465049
40.0,1701,466.416271
39.0,905,470.77529
40.0,934,475.238674
39.0,1050,480.300641
40.0,1039,485.297257
39.0,1042,490.22478
39.0,1579,497.765512
40.0,1595,505.245693
40.0,1696,513.175161
39.0,1693,521.10552
40.0,1720,529.278914
40.0,970,533.824032
40.0,959,538.311583
40.0,1033,543.146243
40.0,997,547.825339
40.0,1110,553.157726
36.0,1573,560.734713
40.0,1622,568.332253
40.0,1623,575.924206
40.0,1724,583.971971
40.0,1727,592.290179
37.0,953,596.770037
40.0,1007,601.489178
40.0,1046,606.393131
40.0,1001,611.065046
40.0,1058,616.014275
39.0,1561,623.58917
40.0,1626,631.252742
38.0,1633,638.929568
40.0,1660,646.756933
39.0,1740,655.088506
40.0,891,659.335571
39.0,922,663.687063
40.0,996,668.409409
39.0,1045,673.319743
40.0,1076,678.581308
38.0,1564,685.955481
39.0,1660,693.771478
40.0,1638,701.517172
40.0,1703,709.742686
40.0,1714,717.824111
35.0,895,722.104182
39.0,993,726.858811
40.0,1020,731.658511
38.0,992,736.370724
40.0,1065,741.535325
31.0,1551,748.916241
40.0,1664,756.780621
40.0,1658,764.616714
40.0,1681,772.739683
38.0,1760,781.057708
39.0,936,785.433118
40.0,953,789.967922
40.0,975,795.307667
39.0,994,800.666597
40.0,1125,806.462917
40.0,1596,814.594779
37.0,1643,823.137726
40.0,1713,832.210064
40.0,1755,841.449739
38.0,1782,850.762258
36.0,919,855.48439
40.0,959,860.428775
38.0,961,865.548918
40.0,1076,871.100451
39.0,1049,876.506375
40.0,1641,885.092634
