#{"t_start": 1618907928.430506, "env_id": "MotorTiming-v0"}
r,l,t
40.0,877,8.008699
40.0,954,13.130835
38.0,982,18.217723
38.0,1048,23.609726
40.0,1054,29.081818
40.0,1590,37.947046
39.0,1633,46.88622
38.0,1692,56.80009
39.0,1703,67.095278
40.0,1697,76.216139
38.0,886,80.966696
37.0,925,85.826871
40.0,1013,91.123484
40.0,1004,96.329832
40.0,1061,102.002985
40.0,1564,110.063039
39.0,1625,118.337535
40.0,1672,126.774611
35.0,1712,135.503282
40.0,1768,144.536337
40.0,923,149.172302
40.0,949,153.919473
40.0,999,159.009502
39.0,1069,164.380359
39.0,1127,170.119889
40.0,1572,178.019279
39.0,1662,186.304962
38.0,1619,194.366684
40.0,1662,202.670806
39.0,1787,211.589175
38.0,935,216.229005
38.0,941,220.867908
40.0,1001,225.911481
38.0,991,230.917486
38.0,1069,236.386397
38.0,1571,244.302542
37.0,1616,253.313933
39.0,1690,262.419132
40.0,1653,270.553953
38.0,1717,278.879638
40.0,877,283.011567
40.0,952,287.587959
40.0,993,292.615951
40.0,1042,298.230268
40.0,1047,303.603619
40.0,1549,311.587161
40.0,1646,320.04137
40.0,1658,328.516517
37.0,1718,337.459454
40.0,1778,347.216171
36.0,886,352.035012
40.0,986,357.587498
37.0,1009,362.777258
39.0,1078,368.130834
35.0,1064,373.545657
39.0,1631,381.706963
40.0,1636,390.521615
36.0,1697,400.192183
40.0,1678,409.187337
39.0,1744,418.228346
36.0,946,423.080803
39.0,936,428.004903
38.0,976,432.914336
40.0,1051,438.234146
40.0,1046,443.458574
37.0,1570,451.891537
40.0,1605,460.162364
40.0,1669,468.843119
39.0,1752,477.707397
39.0,1719,485.903049
40.0,893,490.162658
39.0,940,494.795561
40.0,1015,499.707951
40.0,992,504.454932
40.0,1099,509.832937
39.0,1543,517.955728
40.0,1635,526.235841
39.0,1621,534.565464
40.0,1695,543.267981
36.0,1709,552.676848
39.0,934,557.767842
40.0,949,563.16448
40.0,1048,568.590908
39.0,1009,573.600384
40.0,1070,578.984692
40.0,1592,586.979148
38.0,1592,594.865448
40.0,1688,602.962854
39.0,1731,611.187701
40.0,1793,620.312854
39.0,956,624.900747
38.0,1009,629.745537
39.0,1034,634.65714
39.0,1059,639.753587
39.0,1041,644.760839
39.0,1552,652.220026
40.0,1604,659.968422
40.0,1656,668.511614
39.0,1712,677.044228
40.0,1764,685.945831
40.0,923,690.550356
40.0,917,695.323666
40.0,1006,701.145619
40.0,1060,706.893039
39.0,1120,712.639146
40.0,1622,720.901462
40.0,1619,729.664383
39.0,1701,738.430777
40.0,1689,747.080966
40.0,1770,755.723958
39.0,899,760.482622
40.0,991,765.350245
40.0,961,770.249387
34.0,1015,775.323925
38.0,1099,781.372734
37.0,1615,789.691204
40.0,1604,797.453327
40.0,1656,806.280417
40.0,1716,815.139222
39.0,1783,824.863906
40.0,891,829.402207
39.0,966,834.863141
39.0,1025,839.966386
40.0,1031,845.518203
40.0,1103,851.34493
40.0,1625,859.738089
39.0,1590,867.953271
40.0,1652,876.468494
40.0,1659,885.016968
39.0,1732,893.907649
39.0,886,898.464192
38.0,928,903.290928
37.0,1025,908.800717
39.0,1089,913.974866
40.0,1077,919.545112
40.0,1593,927.99481
38.0,1629,936.393529
40.0,1700,945.018621
40.0,1752,954.458339
35.0,1779,963.178779
40.0,961,969.39435
36.0,1010,975.652145
38.0,1016,980.650168
39.0,1051,985.942562
40.0,1043,991.140052
40.0,1621,999.383839
40.0,1628,1007.383861
40.0,1642,1015.591971
39.0,1696,1023.999844
40.0,1779,1032.807765
40.0,910,1037.606834
40.0,936,1042.528671
39.0,987,1047.875324
38.0,1005,1053.541221
40.0,1125,1059.61596
38.0,1572,1067.565025
39.0,1643,1075.64928
37.0,1655,1083.631957
40.0,1756,1092.612117
